SPCD,COMMON_NAME,GENUS,MYCO_ASSO,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_SRS,SFTWD_HRDWD,EAST,WEST,CARIBBEAN,ref
7717,Spanish lime,Melicoccus,AM,bijugatus,,,MEBI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7768,teabush,Melochia,AM,tomentosa,,,METO4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7803,hairy johnnyberry,Miconia,AM,lanata,,,MILA10,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7804,saquiyac,Miconia,AM,affinis,,,MIAF,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7806,Puerto Rico johnnyberry,Miconia,AM,foveolata,,,MIFO,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7807,camasey de costilla,Miconia,AM,impetiolaris,,,MIIM,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7808,smooth johnnyberry,Miconia,AM,laevigata,,,MILA8,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7810,camasey cuatrocanales,Miconia,AM,mirabilis,,,MIMI3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7812,camasey racimoso,Miconia,AM,pachyphylla,,,MIPA7,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7813,granadillo bobo,Miconia,AM,prasina,,,MIPR3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7814,auquey,Miconia,AM,punctata,,,MIPU9,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7815,ridge johnnyberry,Miconia,AM,pycnoneura,,,MIPY2,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7816,camasey felpa,Miconia,AM,racemosa,,,MIRA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7817,peralejo,Miconia,AM,rubiginosa,,,MIRU4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7818,jau jau,Miconia,AM,serrulata,,,MISE2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7819,mountain johnnyberry,Miconia,AM,sintenisii,,,MISI2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7821,forest johnnyberry,Miconia,AM,subcorymbosa,,,MISU3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7822,rajador,Miconia,AM,tetrandra,,,MITE4,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7823,camasey tomaso,Miconia,AM,thomasiana,,,MITH,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7828,caimitillo verde,Micropholis,AM,garciniifolia,,,MIGA,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
7829,Micropholis guyanensis,Micropholis,AM,guyanensis,,,MIGU2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7833,elegant mimosa,Mimosa,AM,arenosa,,,MIAR4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7839,monodora,Monodora,AM,spp.,,,MONOD,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7845,Morella cerifera,Morella,AM,cerifera,,,MOCE2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7847,Morella holdridgeana,Morella,AM,holdridgeana,,,MOHO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7849,Indian mulberry,Morinda,AM,citrifolia,,,MOCI3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7855,horseradishtree,Moringa,AM,oleifera,,,MOOL,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7862,murta,Mouriri,AM,domingensis,,,MODO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7863,mameyuelo,Mouriri,AM,helleri,,,MOHE,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7869,Murraya exotica,Murraya,AM,exotica,,,MUEX2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7905,cercipo,Myrospermum,AM,frutescens,,,MYFR2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
7907,balsam of Tolu,Myroxylon,AM,balsamum,,,MYBA3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7911,leathery colicwood,Myrsine,AM,coriacea,,,MYCO2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7912,Myrsine cubana,Myrsine,AM,cubana,,,MYCU2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7932,Nectandra coriacea,Nectandra,AM,coriacea,,,NECO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7933,shinglewood,Nectandra,AM,hihua,,,NEHI2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7934,Nectandra krugii,Nectandra,AM,krugii,,,NEKR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7935,Nectandra membranacea,Nectandra,AM,membranacea,,,NEME3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7936,Nectandra patens,Nectandra,AM,patens,,,NEPA4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7939,Nectandra turbacensis,Nectandra,AM,turbacensis,,,NETU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7944,kadam,Neolamarckia,AM,cadamba,,,NECA7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7946,aquilon,Neolaugeria,AM,resinosa,,,NERE2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7956,oleander,Nerium,AM,oleander,,,NEOL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7976,African bird's-eye bush,Ochna,AM,mossambicensis,,,OCMO4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7980,Ochroma pyramidale,Ochroma,AM,pyramidale,,,OCPY,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7990,laurel espada,Ocotea,AM,floribunda,,,OCFL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
7991,black sweetwood,Ocotea,AM,foeniculacea,,,OCFO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7994,loblolly sweetwood,Ocotea,AM,leucoxylon,,,OCLE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7996,nemoca,Ocotea,AM,moschata,,,OCMO,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
7997,laurel sassafras,Ocotea,AM,nemodaphne,,,OCNE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
7999,laurel de paloma,Ocotea,AM,portoricensis,,,OCPO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8001,nemoca cimarrona,Ocotea,AM,spathulata,,,OCSP,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8003,Wright's laurel canelon,Ocotea,AM,wrightii,,,OCWR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8020,peronia,Ormosia,AM,krugii,,,ORKR,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8027,pincho palo de rosa,Ottoschulzia,AM,rhodoxylon,,,OTRH,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8029,chicharron amarillo,Ouratea,AM,ilicifolia,,,OUIL,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8030,abey amarillo,Ouratea,AM,littoralis,,,OULI,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8032,guanabanilla,Ouratea,AM,striata,,,OUST,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8033,blacklancewood,Oxandra,AM,lanceolata,,,OXLA4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8034,haya,Oxandra,AM,laurifolia,,,OXLA5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8037,wild chestnut,Pachira,AM,insignis,,,PAIN7,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8045,tafetan,Palicourea,AM,alpina,,,PAAL9,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8047,red cappel,Palicourea,AM,crocea,,,PACR3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8049,Palicourea croceoides,Palicourea,AM,croceoides,,,PACR18,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8051,showy cappel,Palicourea,AM,guianensis,,,PAGU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8099,scratchthroat,Parathesis,AM,crenulata,,,PACR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8106,parkia,Parkia,AM,spp.,,,PARKI3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8110,Parkia timoriana,Parkia,AM,timoriana,,,PATI5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8111,Jerusalem thorn,Parkinsonia,AM,aculeata,,,PAAC3,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8113,cuachilote,Parmentiera,AM,aculeata,,,PAAC13,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8114,candle tree,Parmentiera,AM,cereifera,,,PACE8,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8121,Peltophorum pterocarpum,Peltophorum,AM,pterocarpum,,,PEPT3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8134,canela,Persea,AM,krugii,,,PEKR,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8138,aquacatillo,Persea,AM,urbaniana,,,PEUR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8143,aquilon prieto,Phialanthus,AM,grandifolius,,,PHGR11,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8144,candlewood,Phialanthus,AM,myrtilloides,,,PHMY,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8157,Tahitian gooseberry tree,Phyllanthus,AM,acidus,,,PHAC3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8160,gamo de costa,Phyllanthus,AM,juglandifolius,,,PHJU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8162,Phyllanthus orbicularis,Phyllanthus,AM,orbicularis,,,PHOR10,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8167,bitterwood,Picrasma,AM,excelsa,,,PIEX,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8169,fustic,Pictetia,AM,aculeata,,,PIAC,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8171,aceitillo,Pilocarpus,AM,racemosus,,,PIRA3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8173,Royen's tree cactus,Pilosocereus,AM,royenii,,,PIRO6,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8190,higuillo de hoja menuda,Piper,AM,aduncum,,,PIAD,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8191,higuillo de limon,Piper,AM,amalago,,,PIAM2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8192,moth pepper,Piper,AM,blattarum,,,PIBL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8193,Guyanese pepper,Piper,AM,glabrescens,,,PIGL3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8194,Jamaican pepper,Piper,AM,hispidum,,,PIHI2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8195,Caracas pepper,Piper,AM,jacquemontianum,,,PIJA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8196,marigold pepper,Piper,AM,marginatum,,,PIMA4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8199,spanish elder,Piper,AM,swartzianum,,,PISW,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8208,stinkwood,Piscidia,AM,carthagenensis,,,PICA5,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8220,monkeypod,Pithecellobium,AM,dulce,,,PIDU,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8223,catclaw blackbead,Pithecellobium,AM,unguis-cati,,,PIUN,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8249,Oriental arborvitae,Platycladus,AM,orientalis,,,PLOR80,52,52,,2,20,980,,,X,S,,,C,10.1111/nph.12221
8266,nosegaytree,Plumeria,AM,alba,,,PLAL,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8268,Singapore graveyard flower,Plumeria,AM,obtusa,,,PLOB2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8269,Plumeria obtusa,Plumeria,AM,obtusa,obtusa,,PLOBO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8271,templetree,Plumeria,AM,rubra,,,PLRU2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8273,yucca plum pine,Podocarpus,AM,coriaceus,,,POCO3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8275,Poitea florida,Poitea,AM,florida,,,POFL20,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8276,Poitea punicea,Poitea,AM,punicea,,,POPU19,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8279,violet tree,Polygala,AM,cowellii,,,POCO5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8280,crevajosa,Polygala,AM,penaea,,,POPE13,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8284,geranium aralia,Polyscias,AM,guilfoylei,,,POGU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8300,cocuyo,Pouteria,AM,dictyoneura,,,PODI5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8301,redmammee,Pouteria,AM,hotteana,,,POHO4,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8302,bullytree,Pouteria,AM,multiflora,,,POMU6,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8305,mammee sapote,Pouteria,AM,sapota,,,POSA13,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8311,Prestoea acuminata,Prestoea,AM,acuminata,,,PRACM,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
8342,jand,Prosopis,AM,cineraria,,,PRCI4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8344,kiawe,Prosopis,AM,pallida,,,PRPA4,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8346,West Indian cherry,Prunus,AM,myrtifolia,,,PRMY,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8347,western cherry laurel,Prunus,AM,occidentalis,,,PROC,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8349,Prunus serotina,Prunus,AM,serotina,,capuli,PRSEC,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8352,false breadnut,Pseudolmedia,AM,spuria,,,PSSP2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8353,Florida cherry palm,Pseudophoenix,AM,sargentii,,,PSSA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8354,mountain guava,Psidium,AM,amplexicaule,,,PSAM,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8356,guava,Psidium,AM,guajava,,,PSGU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8358,Psidium longipes,Psidium,AM,longipes,,,PSLOO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8359,Sintenis' guava,Psidium,AM,sintenisii,,,PSSI2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8361,cachimbo-cumun,Psychotria,AM,berteriana,,,PSBE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8362,palo de cachimbo,Psychotria,AM,brachiata,,,PSBR2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8363,Browne's wild coffee,Psychotria,AM,brownei,,,PSBR3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8364,Psychotria domingensis,Psychotria,AM,domingensis,,,PSDO2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8367,cachimbo grande,Psychotria,AM,grandis,,,PSGR2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8389,cachimbo de gato,Psychotria,AM,maleolens,,,PSMA4,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8391,cachimbo de maricao,Psychotria,AM,maricaensis,,,PSMA5,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8394,thicket wild coffee,Psychotria,AM,microdon,,,PSMI,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8395,floating balsamo,Psychotria,AM,nutans,,,PSNU2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8397,hairy wild coffee,Psychotria,AM,pubescens,,,PSPU,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8407,pterocarpus,Pterocarpus,AM,indicus,,,PTIN2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8408,Burma padauk,Pterocarpus,AM,macrocarpus,,,PTMA7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8409,Malabar kino,Pterocarpus,AM,marsupium,,,PTMA3,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8410,dragonsblood tree,Pterocarpus,AM,officinalis,,,PTOF,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8419,pomegranate,Punica,AM,granatum,,,PUGR2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8422,swizzlestick tree,Quararibea,AM,turbinata,,,QUTU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8425,white indigoberry,Randia,AM,aculeata,,,RAAC,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8433,palo amargo,Rauvolfia,AM,nitida,,,RANI2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8436,traveler's tree,Ravenala,AM,madagascariensis,,,RAMA7,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8439,tortugo prieto,Ravenia,AM,urbanii,,,RAUR,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8444,guama,Reynosia,AM,guama,,,REGU,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8445,Krug's darlingplum,Reynosia,AM,krugii,,,REKR,53,53,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8447,sloe,Reynosia,AM,uncinata,,,REUN,53,53,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8472,castorbean,Ricinus,AM,communis,,,RICO3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8476,greenheart ebony,Rochefortia,AM,acanthophora,,,ROAC2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8478,Rochefortia spinosa,Rochefortia,AM,spinosa,,,ROSP8,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8481,wild sugar apple,Rollinia,AM,mucosa,,,ROMU3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8483,cordobancillo,Rondeletia,AM,inermis,,,ROIN4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8484,cordobancillo peludo,Rondeletia,AM,pilosa,,,ROPI3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8485,Juan Tomas,Rondeletia,AM,portoricensis,,,ROPO,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8489,Puerto Rico royal palm,Roystonea,AM,borinquena,,,ROBO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8490,Roystonea elata,Roystonea,AM,elata,,,ROEL,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8494,Puerto Rico palmetto,Sabal,AM,causiarum,,,SACA,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8499,white hogwood,Sagraea,AM,umbrosa,,,SAUM3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8505,raintree,Samanea,AM,saman,,,SASA10,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8509,common elderberry,Sambucus,AM,nigra,,,SANIC4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8529,wingleaf soapberry,Sapindus,AM,saponaria,,,SASA4,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8533,gumtree,Sapium,AM,glandulosum,,,SAGL5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8535,hinchahuevos,Sapium,AM,laurifolium,,,SALA25,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8536,milktree,Sapium,AM,laurocerasus,,,SALA8,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8554,Florida boxwood,Schaefferia,AM,frutescens,,,SCFR,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8557,yuquilla,Schefflera,AM,gleasonii,,,SCGL6,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8558,matchwood,Schefflera,AM,morototonii,,,SCMO10,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8563,Brazilian peppertree,Schinus,AM,terebinthifolius,,,SCTE,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8565,Brazilian firetree,Schizolobium,AM,parahybum,,,SCPA23,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8567,lac tree,Schleichera,AM,oleosa,,,SCOL3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8588,emperor's candlesticks,Senna,AM,alata,,,SEAL4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8589,flor de San Jose,Senna,AM,atomaria,,,SEAT3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8591,false sicklepod,Senna,AM,multijuga,,,SEMU5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8594,retama prieta,Senna,AM,polyphylla,,,SEPO5,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8596,Siamese cassia,Senna,AM,siamea,,,SESI3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8597,casia amarilla,Senna,AM,spectabilis,,,SESP9,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8599,Senna sulfurea,Senna,AM,sulfurea,,,SESU10,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8600,glossy shower,Senna,AM,surattensis,,,SESU4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8605,vegetable hummingbird,Sesbania,AM,grandiflora,,,SEGR5,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8611,espejuelo,Sideroxylon,AM,cubense,,,SICU7,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8613,breakbill,Sideroxylon,AM,obovatum,,,SIOB,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8614,Puerto Rico bully,Sideroxylon,AM,portoricense,,,SIPO3,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8617,simarouba,Simarouba,AM,spp.,,,SIMAR,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8619,aceitillo falso,Simarouba,AM,tulae,,,SITU,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8620,hoja menuda,Siphoneugena,AM,densiflora,,,SIDE6,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8622,bullwood,Sloanea,AM,spp.,,,SLOAN,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8623,motillo,Sloanea,AM,amygdalina,,,SLAM,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8624,bullwood,Sloanea,AM,berteriana,,,SLBE,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8626,Solanum bahamense,Solanum,AM,bahamense,,,SOBAB,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8627,mullein nightshade,Solanum,AM,donianum,,,SODO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8629,potatotree,Solanum,AM,erianthum,,,SOER2,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8632,forest nightshade,Solanum,AM,nudum,,,SONU4,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8633,cakalaka berry,Solanum,AM,polygamum,,,SOPO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8634,tabacon aspero,Solanum,AM,rugosum,,,SORU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8636,turkey berry,Solanum,AM,torvum,,,SOTO4,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8644,African tuliptree,Spathodea,AM,campanulata,,,SPCA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8649,Spondias dulcis,Spondias,AM,dulcis,,,SPDU3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8650,yellow mombin,Spondias,AM,mombin,,,SPMO,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8651,Anacahuita Texas Olive,Cordia,AM,boissieri,,,COBO2,27,,,4,29,203,,,X,H,E,,,10.1111/nph.12221
8652,purple mombin,Spondias,AM,purpurea,,,SPPU,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8654,cobana negra,Stahlia,AM,monosperma,,,STMO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8664,Panama tree,Sterculia,AM,apetala,,,STAP,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8666,hazel sterculia,Sterculia,AM,foetida,,,STFO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8674,palo de jazmin,Styrax,AM,portoricensis,,,STPO3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8678,mahogany,Swietenia,AM,spp.,,,SWIET,54,54,,3,37,995,,,X,H,,,C,10.1111/nph.12221
8679,Honduras mahogany,Swietenia,AM,macrophylla,,,SWMA,54,54,,3,37,995,,,X,H,,,C,10.1111/nph.12221
8701,Syzygium jambos,Syzygium,AM,jambos,,,SYJA,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8702,Malaysian apple,Syzygium,AM,malaccense,,,SYMA2,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8709,roble amarillo,Tabebuia,AM,chrysantha,,,TACH3,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8710,primavera,Tabebuia,AM,donnell-smithii,,,TADO2,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8712,roble cimarron,Tabebuia,AM,haemantha,,,TAHA,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8713,white cedar,Tabebuia,AM,heterophylla,,,TAHE,54,54,,3,37,985,,,X,H,,,C,10.1111/nph.12221
8715,roble de sierra,Tabebuia,AM,rigida,,,TARI,54,54,,3,37,987,,,X,H,,,C,10.1111/nph.12221
8716,pink trumpet-tree,Tabebuia,AM,rosea,,,TARO,54,54,,3,37,980,,,X,H,,,C,10.1111/nph.12221
8717,roble colorado,Tabebuia,AM,schumanniana,,,TASC2,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8720,milkwood,Tabernaemontana,AM,citrifolia,,,TACI,54,54,,3,37,986,,,X,H,,,C,10.1111/nph.12221
8727,Athel tamarisk,Tamarix,AM,aphylla,,,TAAP,54,54,,3,37,985,,,X,H,E,,C,10.1111/nph.12221
8743,yellow trumpetbush,Tecoma,AM,stans,,,TEST,54,54,,3,37,984,,,X,H,,,C,10.1111/nph.12221
8744,teak,Tectona,AM,grandis,,,TEGR,54,54,,3,37,995,,,X,H,,,C,10.1111/nph.12221
